datetime,energy_kwh,voltage_mean,intensity_mean,sub_meter_kitchen_kwh,sub_meter_laundry_kwh,sub_meter_climate_kwh,sub_meter_total_kwh,unmetered_kwh
2007-04-13,9.1837,240.05048611111113,1.6433333333333333,0.0,0.558,1.988,2.5460000000000003,6.6377
2007-04-14,9.2378,240.31314583333332,1.6513888888888888,0.0,0.578,2.008,2.586,6.6518
2007-04-15,12.102733333333333,240.23668750000002,2.1865277777777776,0.0,1.026,2.893,3.9189999999999996,8.183733333333333
2007-04-16,15.873166666666666,240.6571388888889,2.8724999999999996,0.952,1.305,4.656,6.912999999999999,8.960166666666666
2007-04-17,20.395566666666664,240.19566666666668,3.6908333333333334,1.532,0.389,6.199,8.12,12.275566666666665
2007-04-18,16.637433333333334,240.14677777777777,2.9954166666666664,1.579,0.355,3.43,5.364,11.273433333333333
2007-04-19,17.144299999999998,240.42984027777777,3.055833333333333,0.733,1.605,5.748,8.086,9.058299999999997
2007-04-20,13.709666666666667,240.13289583333332,2.494861111111111,1.069,0.36,3.499,4.928,8.781666666666666
2007-04-21,27.894266666666667,239.21323611111112,5.035694444444444,6.575,0.463,11.129,18.167,9.727266666666665
2007-04-22,37.228566666666666,239.60888194444442,6.688472222222222,4.264,2.287,11.102,17.653,19.575566666666667
2007-04-23,17.5761,237.23564583333334,3.264166666666666,1.402,0.506,6.005,7.913,9.6631
2007-04-24,17.201666666666664,235.3449236111111,3.1448611111111116,1.125,0.527,6.68,8.332,8.869666666666664
2007-04-25,21.069366666666667,234.94111111111113,3.858055555555556,0.0,1.469,8.812,10.280999999999999,10.788366666666668
2007-04-26,21.257766666666665,234.7872986111111,3.92375,1.324,1.845,7.163,10.332,10.925766666666664
2007-04-27,18.23886666666667,235.21616666666668,3.3125,1.772,0.545,4.756,7.073,11.16586666666667
2007-04-28,10.842427783745077,235.89338099340614,2.010105770378327,0.0,0.018,0.0,0.018,10.824427783745076
2007-04-29,8.22301611170784,235.28055719656282,1.5105800214822773,0.0,0.0,0.0,0.0,8.22301611170784
2007-04-30,10.78932277121375,234.80638472669767,1.979314208139396,1.214,0.5,1.131,2.8449999999999998,7.944322771213749
2007-05-01,27.730966666666667,234.6787013888889,5.073333333333333,4.005,0.995,8.546,13.546,14.184966666666668
2007-05-02,16.724766666666667,235.58207638888888,3.1415277777777777,0.007,1.49,3.754,5.2509999999999994,11.473766666666668
2007-05-03,18.170633333333335,235.1348888888889,3.307638888888889,1.906,1.725,7.836,11.467,6.703633333333334
2007-05-04,16.635466666666666,235.71019444444443,3.0780555555555553,2.259,0.538,3.99,6.787,9.848466666666667
2007-05-05,26.050866666666664,235.03502083333333,4.736111111111111,2.913,2.493,11.303,16.709,9.341866666666665
2007-05-06,35.035066666666665,234.4096527777778,6.409027777777778,3.215,0.949,10.095,14.259,20.776066666666665
2007-05-07,27.3944,234.5369722222222,4.980972222222222,0.946,4.935,9.433,15.314,12.080400000000001
2007-05-08,29.82153333333333,234.9062361111111,5.356388888888889,4.581,2.011,8.777,15.369,14.452533333333331
2007-05-09,27.76226666666667,234.8737222222222,5.056111111111111,3.018,5.631,9.474,18.123,9.639266666666668
2007-05-10,11.798066666666667,235.79625694444442,2.2068055555555555,0.946,0.534,3.261,4.741,7.0570666666666675
2007-05-11,16.319233333333333,235.22975694444443,3.027638888888889,0.926,0.491,6.471,7.888,8.431233333333333
2007-05-12,24.0261,234.72290277777776,4.360555555555555,2.247,1.075,10.408,13.73,10.2961
2007-05-13,27.245633333333334,235.7087083333333,4.969166666666667,3.612,2.414,8.958,14.984,12.261633333333334
2007-05-14,24.463033333333332,235.69006944444445,4.574166666666667,3.176,2.417,5.517,11.11,13.353033333333332
2007-05-15,15.073200000000002,235.61199305555556,2.7333333333333334,0.0,0.408,5.318,5.726,9.3472
2007-05-16,28.215733333333333,235.26081250000001,5.071805555555556,2.213,5.756,9.077,17.046,11.169733333333333
2007-05-17,20.530266666666666,235.86845833333334,3.720972222222222,1.014,2.073,7.687,10.774000000000001,9.756266666666665
2007-05-18,27.192166666666665,235.9945972222222,4.876666666666666,3.27,3.913,8.116,15.299,11.893166666666666
2007-05-19,23.824033333333333,234.94472222222223,4.319305555555555,4.683,0.53,7.022,12.235,11.589033333333333
2007-05-20,32.80546666666667,235.34811805555555,5.941527777777777,5.42,1.733,7.611,14.764,18.04146666666667
2007-05-21,18.6677,234.6919097222222,3.338611111111111,0.0,0.468,9.06,9.528,9.1397
2007-05-22,18.88086666666667,235.48057638888892,3.3998611111111114,0.931,3.966,3.984,8.881,9.99986666666667
2007-05-23,24.415599999999998,234.81249305555554,4.3975,0.956,3.792,8.119,12.866999999999999,11.548599999999999
2007-05-24,19.2398,235.5460625,3.462083333333333,0.955,4.116,4.746,9.817,9.422799999999999
2007-05-25,26.903666666666666,234.44720138888886,4.863472222222222,8.06,0.586,6.539,15.185,11.718666666666666
2007-05-26,25.204133333333335,235.0698888888889,4.562777777777778,2.373,2.754,8.628,13.755,11.449133333333334
2007-05-27,35.8968,234.90843750000002,6.5065277777777775,4.366,5.534,10.444,20.344,15.552799999999998
2007-05-28,27.291133333333335,234.90657638888888,4.921944444444445,4.554,0.473,9.586,14.613,12.678133333333335
2007-05-29,17.689,235.6943472222222,3.2072222222222218,0.0,1.907,4.332,6.239,11.45
2007-05-30,26.8311,234.83139583333335,4.8284722222222225,2.25,5.948,7.804,16.002000000000002,10.829099999999997
2007-05-31,15.6425,235.09652777777777,2.7918055555555554,0.935,0.477,3.552,4.964,10.6785
2007-06-01,17.422833333333333,235.32296527777777,3.1349305555555556,0.0,0.483,7.664,8.147,9.275833333333333
2007-06-02,24.73936666666667,234.4690277777778,4.474027777777778,3.971,1.25,7.633,12.854,11.88536666666667
2007-06-03,35.133766666666666,234.762375,6.352916666666667,4.985,7.529,8.334,20.848,14.285766666666667
2007-06-04,15.193633333333334,234.7480694444444,2.8222222222222224,1.585,0.836,4.533,6.954000000000001,8.239633333333334
2007-06-05,24.314866666666667,234.6927638888889,4.465138888888889,4.484,1.027,6.448,11.959,12.355866666666667
2007-06-06,28.263550000000002,234.62111458333337,5.111736111111111,3.33,0.829,11.679,15.838000000000001,12.425550000000001
2007-06-07,16.4167,234.47880555555554,2.9823611111111115,0.985,0.699,3.959,5.643,10.773699999999998
2007-06-08,35.80076666666666,236.19744444444444,6.448194444444444,2.799,11.44,11.38,25.619,10.181766666666661
2007-06-09,18.421,240.697375,3.3024305555555555,0.852,0.62,6.92,8.392,10.029
2007-06-10,22.346866666666664,240.84428472222223,4.005694444444444,4.202,1.924,5.983,12.108999999999998,10.237866666666665
2007-06-11,13.244233333333334,240.85674999999998,2.4179166666666667,0.0,0.487,5.328,5.815,7.429233333333333
2007-06-12,15.312766666666667,240.2248958333333,2.8586111111111108,1.882,0.475,3.898,6.255,9.057766666666666
2007-06-13,15.454533333333334,240.39760416666667,2.8175,0.957,0.857,5.216,7.03,8.424533333333333
2007-06-14,20.984733333333335,239.84778472222223,3.783333333333333,3.322,2.147,7.054,12.523,8.461733333333335
2007-06-15,16.4934,240.46438194444445,3.0662499999999997,2.269,4.011,4.547,10.827,5.666400000000001
2007-06-16,33.62936666666666,239.50169444444444,5.975,3.289,4.498,11.108,18.895000000000003,14.73436666666666
2007-06-17,32.451499999999996,240.21918055555554,5.7693055555555555,4.124,5.038,8.734,17.896,14.555499999999995
2007-06-18,11.3079,240.77620138888886,2.07875,0.0,0.529,4.241,4.77,6.5379000000000005
2007-06-19,14.088433333333334,240.26706944444445,2.5656944444444445,0.973,0.537,4.386,5.896,8.192433333333334
2007-06-20,17.904766666666667,240.15616666666668,3.3068055555555556,1.761,2.588,5.106,9.455,8.449766666666667
2007-06-21,13.4491,240.57494444444444,2.500833333333333,0.932,2.4,3.711,7.042999999999999,6.4061
2007-06-22,9.438233333333333,240.83563194444443,1.807361111111111,0.0,0.951,3.482,4.433,5.005233333333333
2007-06-23,7.959433333333334,240.31896527777778,1.5356944444444445,0.0,0.786,2.402,3.188,4.771433333333334
2007-06-24,11.910933333333332,241.1322152777778,2.207638888888889,0.0,0.791,3.449,4.24,7.670933333333332
2007-06-25,17.870033333333332,240.4222638888889,3.25,1.985,3.621,4.816,10.422,7.448033333333331
2007-06-26,15.748466666666667,240.09450694444448,2.877083333333333,0.971,1.334,5.231,7.536,8.212466666666668
2007-06-27,24.680433333333333,239.7584097222222,4.429166666666666,2.603,6.451,7.27,16.323999999999998,8.356433333333335
2007-06-28,21.590633333333336,239.4236666666667,3.8895833333333334,0.0,4.368,9.541,13.909,7.681633333333336
2007-06-29,21.741366666666668,240.17944444444447,3.9406944444444445,4.363,0.667,6.797,11.827,9.914366666666668
2007-06-30,22.255233333333333,240.01161111111108,3.9715277777777778,3.049,0.792,8.376,12.216999999999999,10.038233333333334
2007-07-01,17.111066666666666,240.06715277777778,3.080694444444444,0.969,0.736,4.69,6.3950000000000005,10.716066666666666
2007-07-02,16.1172,240.6718125,2.9277777777777776,1.018,5.281,3.445,9.744,6.373200000000001
2007-07-03,17.665200000000002,240.1869375,3.2306944444444445,0.467,3.214,4.695,8.376000000000001,9.289200000000001
2007-07-04,16.723499999999998,240.65963194444444,3.0954166666666665,2.329,2.218,5.632,10.179,6.5444999999999975
2007-07-05,17.6215,240.44444444444446,3.2331944444444445,2.922,0.77,3.973,7.665,9.956500000000002
2007-07-06,17.825400000000002,240.5994513888889,3.2686111111111114,2.826,3.563,4.005,10.394,7.431400000000002
2007-07-07,22.636766666666666,239.91013888888887,4.034861111111111,0.997,3.047,10.177,14.221,8.415766666666666
2007-07-08,18.151333333333334,240.33889583333334,3.289305555555556,1.825,2.831,5.277,9.933,8.218333333333334
2007-07-09,19.6693,240.6176458333333,3.51625,0.923,0.594,9.386,10.902999999999999,8.766300000000001
2007-07-10,15.138733333333333,239.98305555555555,2.786111111111111,0.067,2.227,4.631,6.925000000000001,8.213733333333332
2007-07-11,12.0392,241.0300347222222,2.1994444444444445,1.015,0.647,5.284,6.946,5.0931999999999995
2007-07-12,17.82636666666667,240.76461805555556,3.2336111111111108,1.029,2.55,6.419,9.998,7.828366666666669
2007-07-13,13.2397,240.85480555555554,2.450833333333333,0.0,0.633,4.427,5.06,8.1797
2007-07-14,21.4695,241.29188194444444,3.8940277777777776,3.775,1.968,6.604,12.347000000000001,9.122499999999999
2007-07-15,17.441683333333334,240.54533333333336,3.224375,0.862,0.715,5.585,7.162,10.279683333333335
2007-07-16,14.2279,236.5072361111111,2.6605555555555553,0.83,0.695,4.176,5.7010000000000005,8.5269
2007-07-17,11.993866666666666,234.74125694444442,2.27625,0.848,0.694,3.335,4.877,7.116866666666666
2007-07-18,12.618033333333333,231.08822916666665,2.3868055555555556,0.909,0.671,4.628,6.208,6.410033333333333
2007-07-19,11.2981,234.26186111111113,2.1438888888888887,1.068,0.703,3.13,4.901,6.3971
2007-07-20,18.507033333333332,235.56890277777777,3.451666666666666,2.111,2.418,4.765,9.294,9.213033333333332
2007-07-21,17.6708,234.25662499999999,3.291527777777778,0.428,0.512,7.756,8.696,8.9748
2007-07-22,22.955750000000002,235.9622673611111,4.228541666666667,7.091,2.136,5.574,14.801,8.154750000000002
2007-07-23,16.51696666666667,234.50086805555554,3.075972222222222,1.747,1.288,3.847,6.882,9.634966666666669
2007-07-24,13.754733333333332,235.36304166666667,2.550972222222222,0.0,1.607,5.599,7.206,6.548733333333332
2007-07-25,7.876,235.6410486111111,1.4793055555555554,0.0,0.151,2.333,2.484,5.392
2007-07-26,15.408333333333333,234.94372222222225,2.8381944444444445,0.975,3.633,4.346,8.954,6.454333333333333
2007-07-27,20.0419,235.55368055555556,3.6233333333333335,1.837,0.049,7.157,9.043,10.998899999999999
2007-07-28,27.031033333333333,235.5072361111111,4.941666666666666,0.907,10.265,6.559,17.731,9.300033333333332
2007-07-29,5.351933333333333,235.71203472222223,1.0334722222222223,0.0,0.0,1.288,1.288,4.063933333333333
2007-07-30,7.780266666666666,235.5302291666667,1.4672222222222224,0.0,0.0,2.528,2.528,5.2522666666666655
2007-07-31,13.538866666666667,234.9148125,2.5025,3.277,0.0,3.575,6.852,6.686866666666667
2007-08-01,18.06955,234.972,3.278888888888889,1.583,0.0,9.9905,11.573500000000001,6.4960499999999985
2007-08-02,16.990266666666667,234.85659027777777,3.087083333333333,0.482,0.0,6.869,7.351,9.639266666666668
2007-08-03,17.722733333333334,234.4856041666667,3.2072222222222218,0.958,0.0,9.139,10.097,7.625733333333335
2007-08-04,19.083166666666667,235.25722222222223,3.4523611111111108,0.552,0.398,7.966,8.916,10.167166666666667
2007-08-05,13.1183,235.11527083333334,2.4368055555555554,0.169,0.0,6.647,6.816,6.3023
2007-08-06,18.162,234.70274305555557,3.3170833333333336,1.096,0.0,7.985,9.081,9.081
2007-08-07,24.726333333333333,234.55388194444447,4.425972222222222,0.437,2.168,9.042,11.647,13.079333333333333
2007-08-08,18.758033333333334,234.512375,3.3805555555555555,1.055,1.111,9.66,11.826,6.932033333333333
2007-08-09,17.861333333333334,234.21438888888886,3.272361111111111,0.182,4.515,6.646,11.343,6.518333333333334
2007-08-10,17.1335,234.48881250000002,3.1297222222222225,0.336,2.651,8.287,11.274000000000001,5.859500000000001
2007-08-11,18.194166666666668,234.98018055555556,3.2856944444444443,1.18,0.91,10.339,12.429,5.765166666666667
2007-08-12,20.6984,235.6648541666667,3.742777777777778,1.123,1.156,8.582,10.861,9.837399999999999
2007-08-13,19.216866666666665,235.21656944444445,3.44875,0.093,0.476,11.101,11.670000000000002,7.546866666666663
2007-08-14,15.686499999999999,237.07638888888889,2.8541666666666665,0.951,0.685,6.256,7.892,7.794499999999998
2007-08-15,19.86433333333333,239.99340972222222,3.5420833333333337,0.338,0.508,9.787,10.633000000000001,9.23133333333333
2007-08-16,15.974933333333333,239.73765972222222,2.843888888888889,0.962,0.0,7.476,8.438,7.536933333333332
2007-08-17,16.831533333333333,240.4940486111111,2.9815277777777776,0.244,0.0,7.769,8.013,8.818533333333333
2007-08-18,5.799333333333333,241.27963194444445,1.0788888888888888,0.0,0.0,1.83,1.83,3.969333333333333
2007-08-19,23.704900000000002,239.9536666666667,4.2619444444444445,1.025,8.912,5.989,15.926000000000002,7.7789
2007-08-20,22.314033333333334,241.30069444444445,3.9633333333333334,1.032,6.965,7.383,15.379999999999999,6.9340333333333355
2007-08-21,10.709266666666668,240.57305555555556,1.961111111111111,0.0,0.038,3.296,3.3339999999999996,7.375266666666668
2007-08-22,20.163466666666668,240.81731944444445,3.57125,3.048,1.836,7.241,12.125,8.038466666666668
2007-08-23,18.53853333333333,240.64730555555556,3.330277777777778,2.502,0.259,5.342,8.103,10.43553333333333
2007-08-24,27.608566666666665,240.49481944444443,4.936180555555556,1.891,3.7835,9.944,15.618500000000001,11.990066666666664
2007-08-25,19.181333333333335,239.8598263888889,3.55375,4.149,2.191,5.678,12.018,7.163333333333334
